OTU_ID	IN_MCB10_272s_S46_L001_R1_001	IN_MCB11_272s_S7_L001_R1_001	IN_MCB16_132s_S70_L001_R1_001	IN_MCB17_132s_S78_L001_R1_001	IN_MCB24_272s_S94_L001_R1_001	IN_MCB26_130s_S62_L001_R1_001	IN_MCB27_132s_S86_L001_R1_001	IN_MCB28_WTs_S15_L001_R1_001	IN_MCB2_130s_S38_L001_R1_001	IN_MCB6_55s_S14_L001_R1_001	IN_MCB7_55s_S22_L001_R1_001	IN_MCB9_130s_S54_L001_R1_001	IN_WT_MCB_29s_S23_L001_R1	IN_WT_MCB_33s_S31_L001_R1	TN_130_As_S71_L001_R1_001	TN_130_Bs_S79_L001_R1_001	TN_130_Cs_S87_L001_R1_001	TN_132_As_S95_L001_R1_001	TN_132_Bs_S47_L001_R1_001	TN_132_Cs_S8_L001_R1_001	TN_272_As_S16_L001_R1_001	TN_272_Bs_S24_L001_R1_001	TN_272_Cs_S32_L001_R1_001	TN_55_As_S39_L001_R1_001	TN_55_Bs_S55_L001_R1_001	TN_55_Cs_S63_L001_R1_001	TN_LS_1s_S40_L001_R1_001	TN_LS_2s_S56_L001_R1_001	TN_LS_3s_S64_L001_R1_001	TN_WT_MB_19s_S72_L001_R1	TN_WT_MB_20s_S80_L001_R1	TN_WT_MB_21s_S88_L001_R1	WA_BNL17_272s_S77_L001_R1_001	WA_BNL18_272s_S85_L001_R1_001	WA_BNL19_55s_S13_L001_R1_001	WA_BNL20_130s_S29_L001_R1_001	WA_BNL21_WTs_S93_L001_R1_001	WA_BNL22_WTs_S45_L001_R1_001	WA_BNL23_WTs_S6_L001_R1_001	WA_RN10_272s_S69_L001_R1_001	WA_RN1_55s_S44_L001_R1_001	WA_RN2_55s_S5_L001_R1_001	WA_RN4_130s_S21_L001_R1_001	WA_RN7_132s_S37_L001_R1_001	WA_RN8_132s_S53_L001_R1_001	WA_RN9_132s_S61_L001_R1_001	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Otu0436	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	1	10	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__unclassified_Trichomeriaceae(100);s__Trichomeriaceae_sp(100);	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
Otu0560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Lachnella(100);s__Lachnella_alboviolascens(100);	Lachnella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu0362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	16	0	4	0	2	3	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0391	0	6	1	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0457	0	0	0	0	0	0	0	0	1	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Auriculariales(100);o__Auriculariales_unclassified(53);o__Auriculariales_unclassified(53);o__Auriculariales_unclassified(53);	-	-	-	-	-	-	-	Unassigned	-
Otu0552	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	12	0	6	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);	-	-	-	-	-	-	-	Unassigned	-
Otu0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_alternatum(100);	Acremonium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-64; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Worrall JJ, et al. 1997. Mycologia 89: 199-219; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337
Otu0354	0	5	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Caliciales(100);f__Physciaceae(100);g__Phaeophyscia(100);g__Phaeophyscia_unclassified(100);	Phaeophyscia	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	1	0	2	0	0	0	1	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);f__Orbiliaceae_unclassified(100);f__Orbiliaceae_unclassified(100);	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu0407	0	7	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
Otu0419	4	5	0	0	0	1	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Cuniculitremaceae(100);g__Kockovaella(100);g__Kockovaella_unclassified(100);	Kockovaella	13	Symbiotroph	Epiphyte	Probable	Yeast	NULL	Foliar, isolated from a plant sample collected in a tropical rain forest in Thailand.	Fungsin B, et al. 2002. International Journal of Systematic and Evolutionary Microbiology 52:281-284
Otu0483	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	3	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__unclassified_Trichomeriaceae(100);s__Trichomeriaceae_sp(100);	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
Otu0289	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	1	4	0	7	3	1	0	1	0	1	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);	-	-	-	-	-	-	-	Unassigned	-
Otu0377	2	0	0	0	13	1	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Auriculariales(100);o__Auriculariales_unclassified(100);o__Auriculariales_unclassified(100);o__Auriculariales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0402	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0435	2	1	3	4	1	0	2	2	0	0	5	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	14	0	0	0	1	3	0	1	0	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
Otu0477	0	1	0	0	1	0	0	9	2	0	0	1	0	0	0	5	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);g__Orbilia(100);g__Orbilia_unclassified(100);	Orbilia	13	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688
Otu0496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	9	1	3	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);	Lecanorales	7	Pathotroph-Symbiotroph	Lichen Parasite-Lichenized	Probable	Microfungus-Thallus	NULL	Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford; Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	13	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);o__Lecanorales_unclassified(100);	Lecanorales	7	Pathotroph-Symbiotroph	Lichen Parasite-Lichenized	Probable	Microfungus-Thallus	NULL	Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford; Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	4	0	0	2	7	1	4	0	2	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	9	0	0	0	8	1	1	2	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0404	0	0	0	0	1	0	0	0	0	0	11	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0449	0	1	0	0	0	2	6	5	3	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);o__Phaeomoniellales_unclassified(100);o__Phaeomoniellales_unclassified(100);o__Phaeomoniellales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	5	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	12	0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);o__Phaeomoniellales_unclassified(100);o__Phaeomoniellales_unclassified(100);o__Phaeomoniellales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(97);c__Lecanoromycetes_unclassified(97);c__Lecanoromycetes_unclassified(97);c__Lecanoromycetes_unclassified(97);c__Lecanoromycetes_unclassified(97);	-	-	-	-	-	-	-	Unassigned	-
Otu0250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	0	2	0	0	5	0	3	3	2	1	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Chionosphaeraceae(100);g__unclassified_Chionosphaeraceae(100);s__Chionosphaeraceae_sp(100);	Chionosphaeraceae	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu0426	13	3	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Ceratobasidiaceae(100);g__Ceratobasidium(88);s__Ceratobasidium_sp(88);	Ceratobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Corticioid-Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688
Otu0448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	7	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Elsinoaceae(100);g__Sphaceloma(100);g__Sphaceloma_unclassified(100);	Sphaceloma	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu0458	0	3	0	1	0	1	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Chionosphaeraceae(57);f__Chionosphaeraceae_unclassified(57);f__Chionosphaeraceae_unclassified(57);	Chionosphaeraceae	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu0557	6	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	5	2	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Massarinaceae(100);g__Helminthosporium(100);s__Helminthosporium_asterinum(100);	Helminthosporium	13	Pathotroph	Fungal Parasite-Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688; Samuels GJ. 2007, self-published.
Otu0429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);o__Diaporthales_unclassified(100);o__Diaporthales_unclassified(100);o__Diaporthales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Chytridiomycota(100);c__Spizellomycetes(100);o__Spizellomycetales(100);o__Spizellomycetales_unclassified(100);o__Spizellomycetales_unclassified(100);o__Spizellomycetales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0473	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	1	2	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Chionosphaeraceae(100);g__Kurtzmanomyces(100);g__Kurtzmanomyces_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0482	0	0	0	0	1	0	0	12	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusicolla(100);s__Fusicolla_violacea(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	6	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0532	2	1	0	0	3	0	0	1	0	0	0	0	0	0	3	1	0	1	0	1	0	2	1	0	4	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(95);o__Capnodiales(95);o__Capnodiales_unclassified(95);o__Capnodiales_unclassified(95);o__Capnodiales_unclassified(95);	-	-	-	-	-	-	-	Unassigned	-
Otu0554	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0292	0	0	0	0	0	6	1	0	0	1	2	0	0	0	3	0	1	0	0	0	0	3	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Ostropales(100);f__Gomphillaceae(100);g__Corticifraga(100);s__Corticifraga_peltigerae(100);	Corticifraga	13	Pathotroph	Lichen Parasite	Possible	NULL	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0475	0	0	0	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Cordycipitaceae(100);g__Lecanicillium(100);g__Lecanicillium_unclassified(100);	Lecanicillium	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu0666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	10	3	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__unclassified_Trichomeriaceae(98);s__Trichomeriaceae_sp(98);	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
Otu0385	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);o__Phaeomoniellales_unclassified(100);o__Phaeomoniellales_unclassified(100);o__Phaeomoniellales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0450	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(99);o__Pleosporales(99);o__Pleosporales_unclassified(99);o__Pleosporales_unclassified(99);o__Pleosporales_unclassified(99);	-	-	-	-	-	-	-	Unassigned	-
